君士坦丁堡	01380.19.19811.12.328019
阿里卡	521802.81211.2124
阿里河镇	5218.812.441.91122
阿里河镇	521802.81211.441802.911224
阿里港	5218.812.44183
阿里港	521802.81211.441835
阿曼	5218.8184
阿曼	521802.818454
阿罗拉亚岛	5218.849.1061.122.962
阿罗拉亚岛	521802.8490.1061.122.9620
阿利图斯	5218.922.259.7033
阿利图斯	521802.9222.259041.7033
阿科古城	5218.924.1280.1913
阿科古城	521802.924412.1280.191354
阿鲁沙	5218.9581.442
阿鲁沙	521802.9581.442343
陵口	5219.80
陵口	521930.80
除好柏	523.595.12381
除好柏	523412.5958.12381
隐秀桥	52350.9253.129
隐秀桥	523505.9253.129432
陶朗阿	52359.40336.5218
陶朗阿	523592.40336.521802
陶瓷博物馆	52359.413539.121254.313.304
陶瓷博物馆	523592.413539.121254.313533.304621
陶庵留碧	52359.471345.3545.1138
陶庵留碧	523592.471345.354533.113814
陶斯镇	52359.7033.91122
陶斯镇	523592.7033.911224
陶然亭公园	52359.9013.4112.3454.251
陶然亭公园	523592.901349.4112.3454.251131
辽太祖陵	5245.1344.622.5219
辽太祖陵	52454.1344.6227.521930
辽上京城遗址	5245.21.4123.1913.80212.1921
辽上京城遗址	52454.21.41234.191354.802124.1921
辽沈战役烈士纪念塔	5245.444535.2180.33355.13226.19.555.34456.1917
辽沈战役烈士纪念塔	52454.444535.218014.333554.132269.19.55515.344565.191794
辽沈战役纪念馆	5245.444535.2180.33355.555.34456.304
辽沈战役纪念馆	52454.444535.218014.333554.55515.344565.304621
辽宁省博物馆	5245.4612.23438.121254.313.304
辽宁省博物馆	52454.4612.234382.121254.313533.304621
辽宁广播电视塔	5245.4612.47.1036.815.6225.1917
辽宁广播电视塔	52454.4612.47.103683.815.622535.191794
辽庆州城遗址	5245.471.4342.1913.80212.1921
辽庆州城遗址	52454.47134.434242.191354.802124.1921
辽庆陵	5245.471.5219
辽庆陵	52454.47134.521930
辽阳壁画墓群	5245.528.0719.183.178119.0138
辽阳壁画墓群	52454.5281.0719.18352.178119.013802
辽祖州城遗址	5245.622.4342.1913.80212.1921
辽祖州城遗址	52454.6227.434242.191354.802124.1921
辽中京城遗址	5245.802.4123.1913.80212.1921
辽中京城遗址	52454.802.41234.191354.802124.1921
陀罗尼经幢	5246.849.0735.55.2561
陀罗尼经幢	524635.8490.0735.555411.256181
孔林	585.1212
孔塔多拉旅游胜地	585.1917.909.1061.603.446.363.195
孔塔多拉旅游胜地	585.191794.9090.1061.603134.446038.36371.19525
孔雀园	585.23432.251
孔雀园	585.234321.251131
孔雀湖	585.23432.44128
孔雀湖	585.234321.441286
孔望山汉代摩崖造像	585.4153.20.4454.32154.471217.20131.3198.32358
孔望山汉代摩崖造像	585.415361.20.4454.32154.471217.201319.319804.323584
也门	525.42
孔府	585.4732
孔府	585.473214
孔庙	585.478
孔庙	585.4783
防洪纪念塔	526.4418.555.34456.1917
防洪纪念塔	5260.441834.55515.344565.191794
陡波塘瀑布	5276.4453.1947.448114.1325
陡波塘瀑布	5276.445324.194700.448114.1325
阵庆歼灭战纪念碑	527.471.13312.169.2180.555.34456.1438
阵庆歼灭战纪念碑	5277.47134.13312.169.218014.55515.344565.143812
陨石山自然保护区	5280.14.20.382.9013.3280.1067.1345
陨石山自然保护区	528028.14.20.382.901349.328012.1067.1345
阳山孝陵碑材	528.20.19358.5219.1438.12123
阳山孝陵碑材	5281.20.19358.521930.143812.12123
阳光丝印	528.24.55551.3515
阳光丝印	5281.2435.55551.35152
阳朔	528.435236
阳朔	5281.435236
阳明山	528.8136.20
阳明山	5281.8136.20
隆宗门	52901.46112.42
隆宗门	529011.461124.42
隆兴寺	52901.6434.19124
隆兴寺	529011.6434.19124
隆昌寺无梁殿	52901.8181.19124.113.44534.07183
隆昌寺无梁殿	529011.8181.19124.1135.445342.071834
乃古石林	53.1280.14.1212
皮芬根	532.173453.120
皮芬根	53254.173453.1203
皮蒂	532.17612
皮蒂	53254.176125
皮特凯恩	532.3119.2051.251345
皮特凯恩	53254.311914.205155.251345
皮特尔角	532.3119.3523.35
皮特尔角	53254.311914.35234.35
皮纳卡特山河	532.5525.2124.3119.20.441
皮纳卡特山河	53254.552534.2124.311914.20.441802
皮罗特	532.849.3119
皮罗特	53254.8490.311914
飞云楼	534.1154.126
飞云楼	534.1154.126859
飞机坟场	534.1235.1966.1953
飞机坟场	534.1235.1966.19533
飞龙白塔	534.13534.381.1917
飞龙白塔	534.13534.381.191794
飞来峰	534.168.209
飞来峰	534.168.209071
飞虹塔	534.26121.1917
飞虹塔	534.26121.191794
边靖楼	5345.617.126
边靖楼	53454.617121.126859
发电厂博物馆	535.815.13.121254.313.304
发电厂博物馆	53544.815.13.121254.313533.304621
加拉帕戈斯群岛	538.1061.2538.1534.7033.0138.962
加拉帕戈斯群岛	5380.1061.25381.1534.7033.013802.9620
加拉加斯	538.1061.538.7033
加拉加斯	5380.1061.5380.7033
加布	538.1325
加布	5380.1325
加来海峡矿区	538.168.4431.20143.1447.1345
加来海峡矿区	5380.168.443106.201434.1447.1345
加莱角	538.17168.35
加莱角	5380.17168.35
加萨	538.17526
加萨	5380.175263
加蓬	538.17907
加蓬	5380.179074
加勒	538.1853
加勒	5380.1853
加勒比	538.1853.1535
加勒比	5380.1853.1535
加奥	538.3256
加奥	5380.325684
加德满都	538.3312.4417.193
加德满都	5380.331285.441714.193812
加德满都谷地	538.3312.4417.193.94.195
加德满都谷地	5380.331285.441714.193812.94.19525
加途	538.341124
加途	5380.341124
加尔桥	538.3523.129
加尔桥	5380.35234.129432
加尔各答	538.3523.908.3794
加尔各答	5380.35234.9080.3794
加的夫	538.3.1134
加的夫	5380.381354.1134
加的斯	538.3.7033
加的斯	5380.381354.7033
加州巴莎堤娜	538.4342.5215.17442.19817.5951
加州巴莎堤娜	5380.434242.5215.174423.198176.595152
加沙	538.442
加沙	5380.442343
加马广场	538.50.47.1953
加马广场	5380.50.47.19533
加那利群岛	538.51.922.0138.962
加那利群岛	5380.5152.9222.013802.9620
加纳	538.5525
加纳	5380.552534
加里宁格勒	538.812.4612.1290.1853
加里宁格勒	5380.81211.4612.129080.1853
加利福尼亚州	538.922.621.0735.122.4342
加利福尼亚州	5380.9222.621803.0735.122.434242
加拿大	538.949.134
加拿大	5380.9497.134
加鲁阿	538.9581.5218
加鲁阿	5380.9581.521802
贺兰山岩画	53802.43.20.2014.183
贺兰山岩画	538028.43.20.2014.18352
迦太基麦地那	538044.1344.701.719.195.51
迦太基麦地那	538044.1344.7019.7190.19525.5152
袈裟泉	538044.442344.3812
袈裟泉	538044.442344.381254
对语石	541.4012.14
对语石	54124.401250.14
圣母大教堂	5419.06.134.1935.2419
圣母大教堂	5419.06.134.193580.2419
圣托马斯	5419.10315.50.7033
圣哲罗姆修道院	5419.103380.849.5906.322.4338.524
圣哲罗姆修道院	5419.103380.8490.5906.322903.433824.524615
圣天寺	5419.1134.19124
圣玛丽亚感恩教堂	5419.1150.125425.122.1318.251345.1935.2419
圣玛丽亚感恩教堂	5419.1150.125424.122.131805.251345.193580.2419
圣玛格丽特大教堂	5419.1150.1290.125425.3119.134.1935.2419
圣玛格丽特大教堂	5419.1150.129080.125424.311914.134.193580.2419
圣玛尔塔	5419.1150.3523.1917
圣玛尔塔	5419.1150.35234.191794
圣玛利亚拉美诺尔大教堂	5419.1150.922.122.1061.431.40173.3523.134.1935.2419
圣玛利亚拉美诺尔大教堂	5419.1150.9222.122.1061.431114.401710.35234.134.193580.2419
圣木格尔大教堂	5419.12.1290.3523.134.1935.2419
圣木格尔大教堂	5419.12.129080.35234.134.193580.2419
圣戴维	5419.198.5532
圣戴维	5419.198314.553241
圣索菲亚大教堂	5419.1245.1723.122.134.1935.2419
圣索菲亚大教堂	5419.124554.1723.122.134.193580.2419
圣索非亚教堂	5419.1245.23.122.1935.2419
圣索非亚教堂	5419.124554.23.122.193580.2419
圣克拉拉	5419.12803.1061.1061
圣克拉拉	5419.128035.1061.1061
圣克鲁斯	5419.12803.9581.7033
圣克鲁斯	5419.128035.9581.7033
圣克鲁斯耶稣传教区	5419.12803.9581.7033.7252.959.32115.1935.1345
圣克鲁斯耶稣传教区	5419.128035.9581.7033.7252.9592.321154.193580.1345
圣胡安	5419.128036.465
圣胡安	5419.128036.4659
圣胡赛	5419.128036.4678
圣胡赛	5419.128036.467828
圣布拉斯群岛	5419.1325.1061.7033.0138.962
圣布拉斯群岛	5419.1325.1061.7033.013802.9620
圣迈克尔大教堂	5419.15345.12803.3523.134.1935.2419
圣迈克尔大教堂	5419.153454.128035.35234.134.193580.2419
圣劳伦斯	5419.17455.32343.7033
圣劳伦斯	5419.174553.323435.7033
圣萨尔瓦多	5419.17526.3523.79.909
圣萨尔瓦多	5419.175263.35234.79.9090
圣城	5419.1913
圣城	5419.191354
圣塔院寺塔	5419.1917.524.19124.1917
圣塔院寺塔	5419.191794.524615.19124.191794
圣赫勒拿岛	5419.193234.1853.949.962
圣赫勒拿岛	5419.193234.1853.9497.9620
圣地亚哥	5419.195.122.1802
圣地亚哥	5419.19525.122.180212
圣地亚哥火山	5419.195.122.1802.69.20
圣地亚哥火山	5419.19525.122.180212.69.20
圣地亚哥岛	5419.195.122.1802.962
圣地亚哥岛	5419.19525.122.180212.9620
圣山	5419.20
圣卢西亚	5419.210.74.122
圣卢西亚	5419.2107.74.122
圣堂山	5419.2419.20
圣水泉	5419.253.3812
圣水泉	5419.2534.381254
圣路易斯	5419.299.8135.7033
圣路易斯	5419.299080.813533.7033
圣迭戈	5419.311344.1534
圣特里尼岛	5419.3119.812.0735.962
圣特里尼岛	5419.311914.81211.0735.9620
圣伊莱亚斯山	5419.32013.17168.122.7033.20
圣何塞	5419.32180.46781
圣何塞	5419.321802.467819
圣佩德罗苏拉	5419.323515.3312.849.1753.1061
圣佩德罗苏拉	5419.323515.331285.8490.175344.1061
圣保罗大教堂	5419.3280.849.134.1935.2419
圣保罗大教堂	5419.328012.8490.134.193580.2419
圣但尼	5419.328.0735
圣但尼	5419.32811.0735
圣彼得	5419.3353.338
圣彼得	5419.335324.338114
圣彼得大教堂	5419.3353.338.134.1935.2419
圣彼得大教堂	5419.335324.338114.134.193580.2419
圣彼得教堂	5419.3353.338.1935.2419
圣彼得教堂	5419.335324.338114.193580.2419
圣彼得堡	5419.3353.338.328019
圣彼得堡	5419.335324.338114.328019
圣彼得堡古城	5419.3353.338.328019.1280.1913
圣彼得堡古城	5419.335324.338114.328019.1280.191354
圣彼得广场	5419.3353.338.47.1953
圣彼得广场	5419.335324.338114.47.19533
圣詹姆士公园	5419.35344.5906.19.3454.251
圣詹姆士公园	5419.353440.5906.19.3454.251131
圣诞老人村	5419.40321.1933.34.12124
圣诞老人村	5419.403214.19335.34.12124
圣诞岛	5419.40321.962
圣诞岛	5419.403214.9620
圣道诺	5419.4338.40173
圣道诺	5419.433824.401710
圣湖	5419.44128
圣湖	5419.441286
圣海伦火山	5419.4431.32343.69.20
圣海伦火山	5419.443106.323435.69.20
圣淘沙	5419.44359.442
圣淘沙	5419.443592.442343
圣淘沙岛	5419.44359.442.962
圣淘沙岛	5419.443592.442343.9620
圣洛伦索	5419.4490.32343.1245
圣洛伦索	5419.449080.323435.124554
圣洛伦索防御工事	5419.4490.32343.1245.526.3331.121.180
圣洛伦索防御工事	5419.449080.323435.124554.5260.333112.121.180012
圣安东尼奥	5419.465.152.0735.3256
圣安东尼奥	5419.4659.15234.0735.325684
圣安德烈	5419.465.3312.13226
圣安德烈	5419.4659.331285.132269
圣安德烈斯	5419.465.3312.13226.7033
圣安德烈斯	5419.4659.331285.132269.7033
圣安德鲁	5419.465.3312.9581
圣安德鲁	5419.4659.331285.9581
圣安唐岛	5419.465.4701.962
圣安唐岛	5419.4659.470120.9620
圣安娜	5419.465.5951
圣安娜	5419.4659.595152
圣安娜教堂	5419.465.5951.1935.2419
圣安娜教堂	5419.4659.595152.193580.2419
圣马可教堂	5419.50.18.1935.2419
圣马可教堂	5419.50.1802.193580.2419
圣马可广场	5419.50.18.47.1953
圣马可广场	5419.50.1802.47.19533
圣马力诺	5419.50.53.40173
圣马力诺	5419.50.53.401710
圣巴西利亚大教堂	5419.5215.74.922.122.134.1935.2419
圣巴西利亚大教堂	5419.5215.74.9222.122.134.193580.2419
圣皮耶大教堂	5419.532.7252.134.1935.2419
圣皮耶大教堂	5419.53254.7252.134.193580.2419
圣加仑	5419.538.3435
圣加仑	5419.5380.3435
圣维森特	5419.5532.121212.3119
圣维森特	5419.553241.121212.311914
圣约翰	5419.5535.128114
圣约翰	5419.55354.128114
圣约翰大教堂	5419.5535.128114.134.1935.2419
圣约翰大教堂	5419.55354.128114.134.193580.2419
圣约翰学院	5419.5535.128114.64.524
圣约翰学院	5419.55354.128114.6458.524615
圣约翰斯	5419.5535.128114.7033
圣约翰斯	5419.55354.128114.7033
圣约翰联合大教堂	5419.5535.128114.724.94.134.1935.2419
圣约翰联合大教堂	5419.55354.128114.724334.94.134.193580.2419
圣费尔南多	5419.573.3523.1225.909
圣费尔南多	5419.573228.35234.122542.9090
圣姑庙	5419.5912.478
圣姑庙	5419.591280.4783
圣文森特和格林纳丁斯	5419.66.121212.3119.9.1290.1212.5525.12.7033
圣文森特和格林纳丁斯	5419.66.121212.311914.9280.129080.1212.552534.12.7033
圣米歇尔山	5419.68.81353.3523.20
圣米歇尔山	5419.68.813534.35234.20
圣基茨和尼维斯	5419.701.174134.9.0735.5532.7033
圣基茨和尼维斯	5419.7019.174134.9280.0735.553241.7033
圣斯	5419.7033
圣寿寺	5419.731.19124
圣寿寺	5419.73124.19124
圣寿寺舍利塔	5419.731.19124.341120.922.1917
圣寿寺舍利塔	5419.73124.19124.341120.9222.191794
圣吐	5419.8019
圣多美	5419.909.431
圣多美	5419.9090.431114
圣多美教堂	5419.909.431.1935.2419
圣多美教堂	5419.9090.431114.193580.2419
圣多美和格林比斯	5419.909.431.9.1290.1212.1535.7033
圣多美和格林比斯	5419.9090.431114.9280.129080.1212.1535.7033
圣多美和普林西比	5419.909.431.9.4322.1212.74.1535
圣多美和普林西比	5419.9090.431114.9280.432281.1212.74.1535
圣多明各	5419.909.8136.908
圣多明各	5419.9090.8136.9080
圣多明各城	5419.909.8136.908.1913
圣多明各城	5419.9090.8136.9080.191354
圣乔凡尼礼拜堂	5419.9432.354.0735.625.977.2419
圣乔凡尼礼拜堂	5419.9432.354.0735.625.9771.2419
圣乔治	5419.9432.445
圣乔治	5419.9432.445480
圣乔治天主堂	5419.9432.445.1134.411.2419
圣乔治天主堂	5419.9432.445480.1134.411.2419
圣乔治城堡	5419.9432.445.1913.328019
圣乔治城堡	5419.9432.445480.191354.328019
通天飞瀑	542.1134.534.448114
通天飞瀑	542514.1134.534.448114
通布图	542.1325.259
通布图	542514.1325.259041
通厄伦	542.1355.32343
通厄伦	542514.1355.323435
通萨	542.17526
通萨	542514.175263
通湖旅游区	542.44128.603.446.1345
通湖旅游区	542514.441286.603134.446038.1345
通淮关岳庙	542.44324.4334.982.478
通淮关岳庙	542514.443241.4334.9820.4783
通巴利	542.5215.922
通巴利	542514.5215.9222
熊成基墓	542519.135.701.178119
熊成基墓	542519.135534.7019.178119
熊城滑雪场	542519.1913.4485.160.1953
熊城滑雪场	542519.191354.4485.1601.19533
观莲所	5425.177.335
观莲所	542535.177744.335133
观水法	5425.253.44
观水法	542535.2534.441954
观澜亭	5425.44421.4112
观澜亭	542535.444214.4112
观音山	5425.6181.20
观音山	542535.6181.20
观音岩	5425.6181.2014
观音岩	542535.6181.2014
观音寨	5425.6181.467812
观音寨	542535.6181.467812
观耕台	5425.7178.548
观耕台	542535.7178.5480
观夕硐	5425.90.142510
观夕硐	542535.90.142510
观鱼亭	5425.95.4112
观鱼亭	542535.95.4112
牟尼沟	5431.0735.44355
牟尼沟	5431.0735.443554
柔佛巴鲁	5412.3257.5215.9581
柔佛巴鲁	5412.325732.5215.9581
以色列	543.3552.1322
以色列	5434.355215.1322
欢乐谷	5435.352.94
欢乐谷	543534.35234.94
豫园	54358.251
豫园	543584.251131
豫让桥	54358.402.129
豫让桥	543584.4021.129432
邓廷桢墓	5452.31954.12212.178119
邓廷桢墓	5452.31954.122128.178119
邓演达墓	5452.4446.13445.178119
邓演达墓	5452.444614.134454.178119
双投桥	5454.10355.129
双投桥	5454.103554.129432
双桃泉	5454.123414.3812
双桃泉	5454.123414.381254
双龙池	5454.13534.4452
双龙池	5454.13534.44525
双塔	5454.1917
双塔	5454.191794
双塔岭双塔	5454.1917.203.5454.1917
双塔岭双塔	5454.191794.203444.5454.191794
双塔交影	5454.1917.6634.8141
双塔交影	5454.191794.6634.814123
双峰插云	5454.209.1031.1154
双峰插云	5454.209071.103128.1154
双峰火山岛	5454.209.69.20.962
双峰火山岛	5454.209071.69.20.9620
双门硐	5454.42.142510
双溪竹海	5454.44395.37.4431
双溪竹海	5454.443954.37.443106
双清别墅	5454.4471.8053.812119
双清别墅	5454.447121.805322.812119
双女泉	5454.59.3812
双女泉	5454.59.381254
双忠泉	5454.80265.3812
双忠泉	5454.80265.381254
桑托斯	54545.10315.7033
桑托斯	545452.10315.7033
桑托里尼	54545.10315.812.0735
桑托里尼	545452.10315.81211.0735
桑吉佛教古迹	54545.1980.3257.1935.1280.664
桑吉佛教古迹	545452.1980.325732.193580.1280.66454
桑德威奇	54545.3312.1315.13418
桑德威奇	545452.331285.131594.134182
桑加河三国保护区	54545.538.441.111.2.3280.1067.1345
桑加河三国保护区	545452.5380.441802.111.251141.328012.1067.1345
桑给巴尔	54545.559.5215.3523
桑给巴尔	545452.5594.5215.35234
桑斯安斯风车村	54545.7033.465.7033.353.77.12124
桑斯安斯风车村	545452.7033.4659.7033.3534.77.12124
桑耶寺	54545.7252.19124
桑耶寺	545452.7252.19124
台北	548.211
台北	5480.21135
台北故宫	548.211.12809.4680
台北故宫	5480.21135.128090.468080
台湾	548.44665
台湾	5480.446657
台中	548.802
台中	5480.802
鸡公山	549.3454.20
鸡公山	5496.3454.20
鸡笼山	549.3713.20
鸡笼山	5496.371354.20
鸡鸣寺	549.8096.19124
鸡鸣寺	5496.8096.19124
绒布寺	55113.1325.19124
绒布寺	551134.1325.19124
红杉树国家公园	551.12333.125.2.46.3454.251
红杉树国家公园	55121.12333.125414.251141.4613.3454.251131
红枫湖	551.123534.44128
红枫湖	55121.123534.441286
红桥区烈士陵园	551.129.1345.13226.19.5219.251
红桥区烈士陵园	55121.129432.1345.132269.19.521930.251131
红龙池	551.13534.4452
红龙池	55121.13534.44525
红塔大道	551.1917.134.4338
红塔大道	55121.191794.134.433824
红坎瀑布	551.19353.448114.1325
红坎瀑布	55121.193534.448114.1325
红场	551.1953
红场	55121.19533
红山	551.20
红山	55121.20
红山森林动物园	551.20.121212.1212.11545.313.251
红山森林动物园	55121.20.121212.1212.115453.313533.251131
红堡	551.328019
红堡	55121.328019
红色娘子军纪念园	551.3552.594.58.45.555.34456.251
红色娘子军纪念园	55121.355215.59403.58.4577.55515.344565.251131
红门	551.42
红门	55121.42
红海	551.4431
红海	55121.443106
缙云山	551221.1154.20
缙云山风景名胜区	551221.1154.20.353.814.90.363.1345
缙云山风景名胜区	551221.1154.20.3534.814124.9080.36371.1345
缅因州	55132.2513.4342
缅因州	551321.251341.434242
缅甸	55132.3583
缅甸	551321.3583
蠡园	551326.251
蠡园	551326.251131
纯阳殿	55152.528.07183
纯阳殿	551525.5281.071834
纯阳宫	55152.528.4680
纯阳宫	551525.5281.468080
书院泉	5524.524.3812
书院泉	5524.524615.381254
纳灵洞	5525.016.4425
纳灵洞	552534.0169.442510
纳木错	5525.12.9118
纳木错	552534.12.911881
纳杰夫	5525.1269.1134
纳杰夫	552534.1269.1134
纳霍德卡	5525.1632.3312.2124
纳霍德卡	552534.163241.331285.2124
纳帕海	5525.2538.4431
纳帕海	552534.25381.443106
纳尔逊广场	5525.3523.5823.47.1953
纳尔逊广场	552534.35234.582344.47.19533
纳尔逊船坞	5525.3523.5823.93.19355
纳尔逊船坞	552534.35234.582344.933580.193551
纳兹雷特	5525.43565.1683.3119
纳兹雷特	552534.435656.1683.311914
纳沙特尔	5525.442.3119.3523
纳沙特尔	552534.442343.311914.35234
纳家户清真寺	5525.46.67.4471.12273.19124
纳家户清真寺	552534.4613.67.447121.122734.19124
纳库穆	5525.477.9238
纳库穆	552534.4777.923813
纳米布沙海	5525.68.1325.442.4431
纳米布沙海	552534.68.1325.442343.443106
纳米比亚	5525.68.1535.122
纳米比亚	552534.68.1535.122
纳斯卡平原巨画	5525.7033.2124.143.133.1515.183
纳斯卡平原巨画	552534.7033.2124.1432.133814.1515.18352
纳瓦沙	5525.79.442
纳瓦沙	552534.79.442343
维捷布斯克	5532.1010.1325.7033.12803
维捷布斯克	553241.101014.1325.7033.128035
维拉克鲁斯	5532.1061.12803.9581.7033
维拉克鲁斯	553241.1061.128035.9581.7033
维拉港	5532.1061.44183
维拉港	553241.1061.441835
维琪奥王宫	5532.1170.3256.11.4680
维琪奥王宫	553241.1170.325684.11.468080
维琪奥桥	5532.1170.3256.129
维琪奥桥	553241.1170.325684.129432
维丁	5532.12
维丁	553241.12
维吾尔古村	5532.12518.3523.1280.12124
维吾尔古村	553241.125180.35234.1280.12124
维杰亚瓦达	5532.1269.122.79.13445
维杰亚瓦达	553241.1269.122.79.134454
维龙加国家公园	5532.13534.538.2.46.3454.251
维龙加国家公园	553241.13534.5380.251141.4613.3454.251131
维希	5532.3413
维希	553241.341325
维尔特茨	5532.3523.3119.174134
维尔特茨	553241.35234.311914.174134
维尔京群岛	5532.3523.4123.0138.962
维尔京群岛	553241.35234.41234.013802.9620
维尔兰雕塑公园	5532.3523.43.35198.43523.3454.251
维尔兰雕塑公园	553241.35234.43.351981.435239.3454.251131
维尔纽斯	5532.3523.55521.7033
维尔纽斯	553241.35234.555211.7033
维也纳	5532.525.5525
维也纳	553241.525.552534
维也纳古城	5532.525.5525.1280.1913
维也纳古城	553241.525.552534.1280.191354
维也纳新城	5532.525.5525.611.1913
维也纳新城	553241.525.552534.611233.191354
维斯比	5532.7033.1535
维斯比	553241.7033.1535
维斯特法伦体育场	5532.7033.3119.44.32343.32121.41542.1953
维斯特法伦体育场	553241.7033.311914.441954.323435.32121.415421.19533
维斯马	5532.7033.50
维斯马	553241.7033.50
维多利亚	5532.909.922.122
维多利亚	553241.9090.9222.122
维多利亚公园	5532.909.922.122.3454.251
维多利亚公园	553241.9090.9222.122.3454.251131
维多利亚港	5532.909.922.122.44183
维多利亚港	553241.9090.9222.122.441835
维多利亚瀑布	5532.909.922.122.448114.1325
维多利亚瀑布	553241.9090.9222.122.448114.1325
维多利亚广场	5532.909.922.122.47.1953
维多利亚广场	553241.9090.9222.122.47.19533
维利奇卡	5532.922.13418.2124
维利奇卡	553241.9222.134182.2124
约拉	5535.1061
约拉	55354.1061
约克大教堂	5535.12803.134.1935.2419
约克大教堂	55354.128035.134.193580.2419
约克堡	5535.12803.328019
约克堡	55354.128035.328019
约翰内斯堡	5535.128114.2534.7033.328019
约翰内斯堡	55354.128114.2534.7033.328019
约恩苏	5535.251345.1753
约恩苏	55354.251345.175344
约华湖	5535.32351.44128
约华湖	55354.323512.441286
约塞米蒂国家公园	5535.46781.68.17612.2.46.3454.251
约塞米蒂国家公园	55354.467819.68.176125.251141.4613.3454.251131
约旦	5535.811
约旦	55354.811
绥远城将军衙署旧址	55395.11354.1913.4129.45.33125.8419.281.1921
绥远城将军衙署旧址	553959.113544.191354.412904.4577.331252.841931.281.1921
纪伊山脉圣地	555.32013.20.3645.5419.195
纪伊山脉圣地	55515.32013.20.364554.5419.19525
纽芬兰岛	55521.173453.43.962
纽芬兰岛	555211.173453.43.9620
纽埃新西兰	55521.19549.611.74.43
纽埃新西兰	555211.195494.611233.74.43
纽卡斯尔	55521.2124.7033.3523
纽卡斯尔	555211.2124.7033.35234
纽波特	55521.4453.3119
纽波特	555211.445324.311914
纽约	55521.5535
纽约	555211.55354
纽约州	55521.5535.4342
纽约州	555211.55354.434242
纽瓦克	55521.79.12803
纽瓦克	555211.79.128035
纽黑文	55521.86.66
纽黑文	555211.86.66
织造署旧址	55803.3198.8419.281.1921
织造署旧址	558034.319804.841931.281.1921
织金洞	55803.91.4425
织金洞	558034.91.442510
缉熙楼	55807.7251.126
缉熙楼	558072.725159.126859
绳金塔	5580.91.1917
绳金塔	558085.91.191794
绛州三楼	559012.4342.111.126
绛州三楼	559012.434242.111.126859
绛州大堂	559012.4342.134.2419
绛州大堂	559012.434242.134.2419
绛守居园池	559012.46124.0712.251.4452
绛守居园池	559012.46124.071280.251131.44525
缎华泉	5598.32351.3812
缎华泉	5598.323512.381254
登州泉	561.4342.3812
登州泉	561801.434242.381254
张氏帅府	57.3515.232.4732
张氏帅府	573154.3515.2325.473214
张关水溶洞风景区	57.4334.253.44469.4425.353.814.1345
张关水溶洞风景区	573154.4334.2534.444694.442510.3534.814124.1345
张家界	57.46.833
张家界	573154.4613.833432
张学良宅	57.64.403.46315
张学良宅	573154.6458.403.46315
弗拉基米尔	5732.1061.701.68.3523
弗拉基米尔	5732.1061.7019.68.35234
弗拉里教堂	5732.1061.812.1935.2419
弗拉里教堂	5732.1061.81211.193580.2419
弗吉尼亚大学	5732.1980.0735.122.134.64
弗吉尼亚大学	5732.1980.0735.122.134.6458
弗吉尼亚州	5732.1980.0735.122.4342
弗吉尼亚州	5732.1980.0735.122.434242
弗朗斯维尔	5732.40336.7033.5532.3523
弗朗斯维尔	5732.40336.7033.553241.35234
弗洛雷斯	5732.4490.1683.7033
弗洛雷斯	5732.449080.1683.7033
弗洛里纳	5732.4490.812.5525
弗洛里纳	5732.449080.81211.552534
弗里敦	5732.812.41589
弗里敦	5732.81211.415890
弗里敦国家博物馆	5732.812.41589.2.46.121254.313.304
弗里敦国家博物馆	5732.81211.415890.251141.4613.121254.313533.304621
弗里波特	5732.812.4453.3119
弗里波特	5732.81211.445324.311914
弗罗茨瓦夫	5732.849.174134.79.1134
弗罗茨瓦夫	5732.8490.174134.79.1134
费尼克斯	573.0735.12803.7033
费尼克斯	573228.0735.128035.7033
费拉蓬特修道院	573.1061.17907.3119.322.4338.524
费拉蓬特修道院	573228.1061.179074.311914.322903.433824.524615
费城	573.1913
费城	573228.191354
费城独立厅	573.1913.3826.61.1312
费城独立厅	573228.191354.3826.61.1312
费尔达巴德	573.3523.13445.5215.3312
费尔达巴德	573228.35234.134454.5215.331285
费力克斯托	573.53.12803.7033.10315
费力克斯托	573228.53.128035.7033.10315
费里	573.812
费里	573228.81211
弥陀殿	5735.5246.07183
弥陀殿	573524.524635.071834
弥陀岩	5735.5246.2014
弥陀岩	573524.524635.2014
弹琴峡	5743.11113.20143
弹琴峡	574382.111135.201434
弘一法师墓塔	575.1.44.231.178119.1917
弘一法师墓塔	5754.1.441954.23125.178119.191794
强巴林寺	578.5215.1212.19124
强巴林寺	578026.5215.1212.19124
子久草堂	58.354.178.2419
子久草堂	58.354.178112.2419
承天寺	5853.1134.19124
承天寺	58534.1134.19124
承光殿	5853.24.07183
承光殿	58534.2435.071834
承恩寺	5853.251345.19124
承恩寺	58534.251345.19124
孙传芳旧居	582.32115.1760.281.0712
孙传芳旧居	58234.321154.1760.281.071280
孙中山行馆	582.802.20.3311.304
孙中山行馆	58234.802.20.33112.304621
孤云草舍	583.1154.178.341120
孤云草舍	583354.1154.178112.341120
孤山	583.20
孤山	583354.20
孟达天池	588.13445.1134.4452
孟达天池	5884.134454.1134.44525
孟菲斯	588.1723.7033
孟菲斯	5884.1723.7033
孟加拉	588.538.1061
孟加拉	5884.5380.1061
孟加拉国	588.538.1061.2
孟加拉国	5884.5380.1061.251141
孟加拉湾	588.538.1061.44665
孟加拉湾	5884.5380.1061.446657
孟买	588.544
